,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
36863,0,3,280,5059493.85,-1,0.998388,13122215.19,,,0.998063,23646.57,0.998714,28541.7,0.998358,3.579855,193,3_280_0
37054,0,3,290,7185546.97,-1,0.998171,14775894.01,,,0.997629,9197.0,0.997737,275.94,0.997734,8.759499,194,3_290_0
37245,0,3,300,9579868.86,-1,0.998822,17509193.32,,0.908138,0.998063,9201.0,0.998931,2854.79,0.998725,-3.8701296,195,3_300_0
37436,0,3,310,8052488.41,-1,0.998063,19025511.15,,0.911176,0.998063,55482.03,0.998171,39844.66,0.998126,2.2804737,196,3_310_0
37627,0,3,320,7974865.62,-1,0.998388,19114196.57,,0.911176,0.998388,46020.0,0.998497,20435.1,0.998463,-2.1499395,197,3_320_0
37818,0,3,330,7968688.99,-1,0.998605,19120373.2,,0.911176,0.998605,69413.24,0.998714,24674.76,0.998685,-8.730292,198,3_330_0
38009,0,3,340,8014783.28,-1,0.998822,19074278.91,,0.911176,0.998822,56352.96,0.998931,276.27,0.99893,-8.38995,199,3_340_0
38200,0,3,350,7968688.99,-1,0.998605,19120373.2,,0.911176,0.998605,10218.66,0.998714,18321.93,0.998644,-6.9999695,200,3_350_0
38391,0,3,360,7968688.99,-1,0.998497,19120373.2,,0.911176,0.998388,1564.68,0.998497,56242.55,0.998391,-6.8300962,201,3_360_0
38582,0,3,370,7968688.99,-1,0.998388,19120373.2,,0.911176,0.998388,3221.4,0.998605,30655.98,0.998409,-5.890131,202,3_370_0
38773,0,3,380,7968688.99,-1,0.99828,19120373.2,,0.911176,0.99828,55218.0,0.998497,67380.6,0.998378,-5.6397915,203,3_380_0
38964,0,3,390,7902221.02,-1,0.997954,19175778.54,,0.911176,0.997954,2668.0,0.998063,31191.39,0.997963,0.8094311,204,3_390_0
39155,0,3,400,7849673.52,-1,0.998171,19239388.66,,0.911176,0.998171,94228.48,0.99828,34971.4,0.99825,-5.4198503,205,3_400_0
39346,0,3,410,7838610.89,-1,0.998063,19239388.66,,0.911176,0.998063,18678.03,0.998171,3312.72,0.998155,-3.1900406,206,3_410_0
39537,0,3,420,7838610.89,-1,0.997954,19239388.66,,0.911176,0.997954,27600.0,0.998063,27603.0,0.998009,-5.130172,207,3_420_0
39728,0,3,430,7751123.93,-1,0.998063,19326875.63,,0.911176,0.998063,13065.42,0.998171,35887.8,0.998092,0.5400181,208,3_430_0
39919,0,3,440,7743195.71,-1,0.997846,19334803.85,,0.911176,0.997846,66692.75,0.998063,36251.94,0.997986,3.2699108,209,3_440_0
40110,0,3,450,7743195.71,-1,0.998063,19334803.85,,0.911176,0.998063,109951.95,0.998171,57696.54,0.998134,2.349615,210,3_450_0
40301,0,3,460,6138561.22,-1,0.997846,20939438.33,0.908138,0.959121,0.997737,4415.04,0.997954,120520.0,0.997745,5.0604343,211,3_460_0
40492,0,3,470,5537122.9,-1,0.997737,21540876.65,0.959121,0.977887,0.997737,81678.24,0.997846,238714.05,0.997765,4.030466,212,3_470_0
40683,0,3,480,4358491.86,-1,0.997412,22719507.7,0.98266,0.990361,0.997304,14342.64,0.997629,146876.09,0.997332,7.8594685,213,3_480_0
40874,0,3,490,4199466.55,-1,0.997846,22878533.0,0.990578,0.993182,0.997846,42499.38,0.998063,82809.0,0.997919,0.48041344,214,3_490_0
41065,0,3,500,4229520.03,-1,0.998171,22859542.15,0.990578,0.993507,0.998171,78953.16,0.998388,126462.96,0.998255,-3.8701296,215,3_500_0
41256,0,3,510,4921026.6,-1,0.998388,22168035.59,0.990578,0.993507,0.998388,73355.88,0.998497,412384.0,0.998405,-5.1802397,216,3_510_0
41447,0,3,520,4787906.28,-1,0.99828,22301155.9,0.990578,0.995026,0.99828,165009.79,0.998497,404927.95,0.998343,-7.2300434,217,3_520_0
41638,0,3,530,4880094.87,-1,0.998388,22208967.32,0.990578,0.995459,0.998388,81731.52,0.998497,1006658.8,0.998396,-7.8701973,218,3_530_0
41829,0,3,540,4785325.0,-1,0.99828,22303737.18,0.990578,0.995243,0.99828,52917.25,0.998388,160333.68,0.998307,-8.149743,219,3_540_0
42020,0,4,0,4529593.8,-1,1.000232,10151651.01,,,0.999923,46870.32,1.000335,204062.16,1.0,5.9199333,220,4_0_0
42212,0,4,10,4001655.54,-1,0.999923,10660567.96,,,0.999923,19699.12,1.000232,19414.0,1.000079,16.239882,221,4_10_0
42404,0,4,20,4050664.51,-1,1.000644,10630580.29,,,1.000541,17963.5,1.000747,9906.24,1.000674,14.679432,222,4_20_0
42596,0,4,30,4192644.97,-1,1.000232,10660567.96,,,1.000232,12230.82,1.000541,11166.5,1.000394,18.730164,223,4_30_0
42788,0,4,40,4003984.68,-1,1.000541,10849228.25,,,1.000438,29127.0,1.000747,9712.0,1.00067,13.209581,224,4_40_0
42980,0,4,50,3989621.65,-1,1.000438,10863591.27,,,1.000438,58254.0,1.000747,23114.56,1.00066,12.8901005,225,4_50_0
43172,0,4,60,3989621.65,-1,1.000541,10863591.27,,,1.000438,55438.39,1.00085,10587.17,1.000784,14.159679,226,4_60_0
43364,0,4,70,3859869.18,-1,1.001778,11014111.91,,,1.001572,14385.6,1.002396,38912.0,1.001794,3.1101704,227,4_70_0
43556,0,4,80,3770100.27,-1,1.001984,11103880.82,,,1.001881,9723.0,1.002293,15660.47,1.002039,3.0100346,228,4_80_0
43748,0,4,90,3758939.81,-1,1.001984,11115041.28,,,1.001984,50175.84,1.002396,30545.92,1.00224,0.6198883,229,4_90_0
43940,0,4,100,3752534.67,-1,1.001984,11121446.41,,,1.001881,10014.69,1.002396,27919.36,1.002017,2.3400784,230,4_100_0
44132,0,4,110,3752534.67,-1,1.001984,11121446.41,,,1.001881,6125.49,1.002396,110218.24,1.001908,6.560087,231,4_110_0
44324,0,4,120,3932557.74,-1,1.002087,11049825.38,,,1.002087,29175.0,1.002396,88330.24,1.002164,5.7399273,232,4_120_0
44516,0,4,130,3779707.97,-1,1.002087,11202675.15,,,1.001984,10404.68,1.002396,69360.64,1.002038,0.12040138,233,4_130_0
44708,0,4,140,3682272.3,-1,1.001984,11309815.56,,,1.001984,20128.68,1.002293,680.89,1.002283,-16.869904,234,4_140_0
44900,0,4,150,3745159.06,-1,1.002087,11246928.8,,,1.002087,19450.0,1.002293,9727.0,1.002224,-16.530155,235,4_150_0
45092,0,4,160,3681592.97,-1,1.00219,11310494.89,,,1.00219,875.34,1.002396,9728.0,1.002207,-7.2300434,236,4_160_0
45284,0,4,170,3526705.2,-1,1.002602,11465382.66,,,1.002499,19458.0,1.002808,19561.32,1.002653,-11.789799,237,4_170_0
45476,0,4,180,3956528.46,-1,1.002602,11571261.45,,,1.002602,9730.0,1.002808,1070.52,1.002788,-13.430119,238,4_180_0
45668,0,4,190,3865789.07,-1,1.001984,11752352.04,,,1.001984,35298.12,1.002293,11088.78,1.002219,-6.5898895,239,4_190_0
45860,0,4,200,3865789.07,-1,1.00085,11752352.04,,,1.00085,971.3,1.001263,155569.17,1.000853,4.220009,240,4_200_0
46052,0,4,210,4314730.69,-1,1.000747,11752352.04,,,1.000541,9710.0,1.000953,19428.0,1.000679,-0.23007393,241,4_210_0
46244,0,4,220,4309296.03,-1,1.001366,11757786.7,,,1.001366,17783.94,1.001572,10983.6,1.001493,-10.399818,242,4_220_0
46436,0,4,230,4309296.03,-1,1.001263,11757786.7,,,1.001263,9814.17,1.001675,19928.05,1.001399,-13.309717,243,4_230_0
46628,0,4,240,3964195.21,-1,1.001159,12248264.63,,,1.001159,19432.0,1.001572,29160.0,1.001324,-17.160177,244,4_240_0
46820,0,4,250,3720800.15,-1,1.000953,12658193.16,,,1.000953,48570.0,1.001366,3109.76,1.001341,-14.860034,245,4_250_0
47012,0,4,260,3659369.1,-1,1.000953,12805608.27,,,1.000953,48570.0,1.001366,106898.0,1.001082,-19.440056,246,4_260_0
47204,0,4,270,4350153.02,-1,1.000541,12805608.27,,,1.000335,10678.8,1.00085,9810.13,1.000604,-14.21988,247,4_270_0
47396,0,4,280,2347578.39,-1,1.000335,17179052.69,,,1.000335,10775.88,1.000644,33794.28,1.00041,-14.079809,248,4_280_0
47588,0,4,290,3864527.46,-1,1.000438,21209337.23,,,1.000129,9706.0,1.000644,23986.17,1.000278,-3.9297342,249,4_290_0
47780,0,4,300,6129712.55,-1,1.000335,25365589.39,0.980448,0.980551,1.000026,9705.0,1.000438,177480.52,1.000047,-0.5197525,250,4_300_0
47972,0,4,310,5202812.12,-1,1.000129,26292489.82,0.980551,0.980963,1.000129,9706.0,1.000438,2815.61,1.000369,-8.140206,251,4_310_0
48164,0,4,320,5161566.95,-1,0.999511,26292489.82,0.980551,0.980963,0.999511,97.0,0.99982,24645.62,0.999512,1.1098385,252,4_320_0
48356,0,4,330,5161566.95,-1,0.999511,26292489.82,0.980551,0.980963,0.999511,9700.0,0.999717,48510.0,0.999545,6.389618,253,4_330_0
48548,0,4,340,5097127.42,-1,0.999408,26356929.34,0.980551,0.980963,0.999408,38796.0,0.999614,48505.0,0.999499,7.0905685,254,4_340_0
48740,0,4,350,5119351.3,-1,1.000026,26356929.34,0.980551,0.980963,1.000026,35714.4,1.000335,46113.0,1.000161,0.17046928,255,4_350_0
48932,0,4,360,5089848.86,-1,1.000232,26405453.08,0.980551,0.981478,1.000129,9706.0,1.000335,100866.12,1.000147,3.8695335,256,4_360_0
49124,0,4,370,5007940.8,-1,0.999614,26446115.97,0.980551,0.981066,0.999614,9701.0,0.99982,41819.93,0.999653,2.5105476,257,4_370_0
49316,0,4,380,5007940.8,-1,0.999511,26446115.97,0.980551,0.980963,0.999511,21340.0,0.999717,82758.06,0.999553,3.0195713,258,4_380_0
49508,0,4,390,4942821.94,-1,1.000026,26533458.69,0.980551,0.981478,1.000026,19410.0,1.000129,52994.76,1.000054,1.039505,259,4_390_0
49700,0,4,400,4920501.02,-1,1.000026,26555779.61,0.980551,0.981478,1.000026,38820.0,1.000129,1455.9,1.000125,0.7402897,260,4_400_0
49892,0,4,410,4939522.33,-1,1.000129,26555779.61,0.980551,0.981478,1.000129,40862.26,1.000232,102311.78,1.000158,-0.680089,261,4_410_0
50084,0,4,420,4939522.33,-1,1.000335,26555779.61,0.980551,0.981478,1.000335,112904.04,1.000438,97090.0,1.000391,-7.56979,262,4_420_0
50276,0,4,430,4884690.5,-1,0.999614,26569366.26,0.980551,0.981478,0.999614,38804.0,0.99982,43760.53,0.999711,2.6798248,263,4_430_0
50468,0,4,440,4848685.89,-1,0.999923,26627594.74,0.980551,0.984158,0.99982,38132.79,1.000026,43575.45,0.999916,1.2600422,264,4_440_0
50660,0,4,450,4839660.48,-1,1.000232,26655641.46,0.980551,0.984776,1.000232,9707.0,1.000335,15824.04,1.000271,-2.4598837,265,4_450_0
50852,0,4,460,4839660.48,-1,1.000129,26655641.46,0.989825,0.993328,1.000129,45618.2,1.000335,54170.64,1.000223,-2.5999546,266,4_460_0
51044,0,4,470,4789486.93,-1,1.000129,26705815.01,0.990031,0.993637,1.000026,10384.35,1.000232,29121.0,1.00008,-0.6401539,267,4_470_0
51236,0,4,480,3170735.07,-1,0.999717,28283321.69,0.996317,0.996317,0.999614,116412.0,0.99982,58120.97,0.999751,2.9194355,268,4_480_0
51428,0,4,490,2403283.64,-1,1.000129,29092018.29,0.996317,0.996832,1.000129,77648.0,1.000232,100273.31,1.000174,-5.490184,269,4_490_0
51620,0,4,500,4810061.0,-1,1.000232,29092018.29,0.996317,0.996935,1.000129,11647.2,1.000232,5338.85,1.0002,-4.889965,270,4_500_0
51812,0,4,510,2403283.64,-1,1.000129,29092018.29,0.996317,0.996832,1.000129,60177.2,1.000335,143095.92,1.00019,-4.9597025,271,4_510_0
52004,0,4,520,2361456.18,-1,1.000129,29133845.76,0.996317,0.996935,1.000129,71533.22,1.000232,76879.44,1.000179,-5.75006,272,4_520_0
52196,0,4,530,2351751.43,-1,1.000129,29143550.5,0.996317,0.996832,1.000129,108318.96,1.000232,225493.61,1.000163,-6.9200993,273,4_530_0
52388,0,4,540,2351751.43,-1,1.000129,29143550.5,0.996317,0.996935,1.000129,141901.72,1.000232,373331.22,1.000157,-12.429953,274,4_540_0
52580,0,5,0,4487357.55,1,0.999717,6114522.88,,,0.999818,43993.44,1.000122,29601.0,1.0,1.2600422,275,5_0_0
52772,0,5,10,3235684.32,1,1.000325,7366196.11,,,1.000122,11741.73,1.000325,52799.15,1.000159,0.8702278,276,5_10_0
52964,0,5,20,3235684.32,1,1.000224,7366196.11,,,1.000021,6116.92,1.000224,30886.84,1.000054,1.8405914,277,5_20_0
53156,0,5,30,3235684.32,1,1.000426,7366196.11,,,1.000325,1480.35,1.000426,37209.9,1.000329,-1.8101931,278,5_30_0
53348,0,5,40,3235684.32,1,1.000528,7366196.11,,,1.000426,197.4,1.000528,9969.71,1.000428,-1.5801191,279,5_40_0
53540,0,5,50,3235684.32,1,1.000325,7366196.11,,,1.000122,4637.49,1.000325,118428.0,1.00013,0.95009804,280,5_50_0
53732,0,5,60,3278797.83,1,1.000426,7366196.11,,,1.000224,4637.96,1.000426,58825.2,1.000238,0.58054924,281,5_60_0
53924,0,5,70,2922741.34,1,1.000426,7734880.81,,,1.000224,4637.96,1.000426,49350.0,1.000241,1.4400482,282,5_70_0
54116,0,5,80,2908041.31,1,1.000325,7749580.85,,,1.000021,14700.34,1.000325,34541.5,1.000112,-0.74982643,283,5_80_0
54308,0,5,90,2020415.86,1,1.000224,8637206.29,,,1.000021,11049.92,1.000224,43715.24,1.000062,2.5701523,284,5_90_0
54500,0,5,100,2020415.86,1,1.000325,8637206.29,,,1.000122,10064.34,1.000325,9178.17,1.000228,0.04053116,285,5_100_0
54692,0,5,110,2306523.88,1,1.000325,8637206.29,,,1.000122,25555.53,1.000325,118526.69,1.000158,0.12993813,286,5_110_0
54884,0,5,120,2256997.59,1,1.000325,8686732.58,,,1.000122,25555.53,1.000325,118526.69,1.000158,-0.6097555,287,5_120_0
55076,0,5,130,2475228.95,1,1.000325,8686732.58,,,1.000224,9868.0,1.000325,128297.0,1.000231,-8.180141,288,5_130_0
55268,0,5,140,2475228.95,1,1.000325,8686732.58,,,1.000122,49828.35,1.000325,128297.0,1.000179,-10.449886,289,5_140_0
55460,0,5,150,2366113.27,1,1.000629,8795848.25,,,1.000426,1974.0,1.000629,49458.72,1.000434,-15.050173,290,5_150_0
55652,0,5,160,2366113.27,1,1.000426,8795848.25,,,1.000325,39870.76,1.000426,29610.0,1.000383,-14.62996,291,5_160_0
55844,0,5,170,2366113.27,1,1.000426,8795848.25,,,1.000325,84873.4,1.000426,58529.1,1.000385,-14.910102,292,5_170_0
56036,0,5,180,936461.13,1,1.000426,10228460.14,,,1.000325,55759.85,1.000426,237373.5,1.000344,-14.749765,293,5_180_0
56228,0,5,190,743584.86,1,0.999717,10465535.16,,,0.999615,690.34,0.999717,28799.96,0.999618,-13.430119,294,5_190_0
56420,0,5,200,722866.69,1,0.999413,10486351.98,,,0.99921,23659.2,0.999413,158450.2,0.999236,-12.840033,295,5_200_0
56612,0,5,210,722866.69,1,0.998805,10486351.98,,,0.998602,16157.28,0.998906,14782.5,0.998761,-7.529855,296,5_210_0
56804,0,5,220,722866.69,1,0.998805,10486351.98,,,0.998703,6305.92,0.998906,59130.0,0.998723,-4.749894,297,5_220_0
56996,0,5,230,722866.69,1,0.998805,10486351.98,,,0.998602,9852.0,0.998805,39416.0,0.998642,-0.38027763,298,5_230_0
57188,0,5,240,0.0,0,0.998805,11785775.65,,,0.998703,394.12,0.998805,89967.02,0.998704,-2.580285,299,5_240_0
57380,0,5,250,0.0,0,0.998095,11909788.68,,,0.998095,5612.79,0.998298,53874.03,0.998114,1.4805794,300,5_250_0
57572,0,5,260,0.0,0,0.997791,12146469.06,,,0.997791,6398.6,0.997994,178114.14,0.997798,5.700588,301,5_260_0
57764,0,5,270,0.0,0,0.997994,12146469.06,,,0.998095,10043.94,0.998196,14575.04,0.998136,3.85046,302,5_270_0
57956,0,5,280,0.0,0,0.998399,14596145.61,,,0.998399,4629.5,0.998501,10639.08,0.99843,3.9100647,303,5_280_0
58148,0,5,290,914460.41,-1,0.998501,15282410.21,,,0.998501,5319.54,0.998703,3941.2,0.998617,1.4400482,304,5_290_0
58340,0,5,300,2176591.38,-1,0.998298,16920033.28,0.996575,0.996575,0.998196,4628.56,0.998399,4629.5,0.998298,5.1903725,305,5_300_0
58532,0,5,310,2107826.8,-1,0.998095,16988797.86,0.996575,0.996575,0.998095,24420.56,0.998298,256960.41,0.998113,6.2799454,306,5_310_0
58724,0,5,320,2040246.11,-1,0.998196,17056378.55,0.996575,0.996575,0.998196,28559.2,0.998298,129120.39,0.998215,4.5204163,307,5_320_0
58916,0,5,330,1982136.59,-1,0.998298,17114488.07,0.996575,0.996575,0.998298,4235.07,0.998399,81361.0,0.998303,3.7395954,308,5_330_0
59108,0,5,340,1949579.47,-1,0.998501,17147045.19,0.996575,0.996575,0.998501,73685.48,0.998602,3940.8,0.998597,2.0503998,309,5_340_0
59300,0,5,350,1949579.47,-1,0.998501,17147045.19,0.996575,0.996575,0.998703,53895.91,0.998906,591.3,0.998904,3.7801266,310,5_350_0
59492,0,5,360,1949579.47,-1,0.999007,17147045.19,0.996575,0.996575,0.998906,113726.7,0.999109,1971.4,0.999105,3.6597252,311,5_360_0
59684,0,5,370,1949579.47,-1,0.999109,17147045.19,0.996575,0.996575,0.999109,98.57,0.99921,73343.52,0.999109,-0.079870224,312,5_370_0
59876,0,5,380,1949579.47,-1,0.999007,17147045.19,0.996575,0.996575,0.998906,122990.4,0.999109,176440.3,0.998989,-0.97990036,313,5_380_0
60068,0,5,390,1949579.47,-1,0.998906,17147045.19,0.996575,0.996575,0.998906,190694.25,0.999007,183321.6,0.998958,0.5400181,314,5_390_0
60260,0,5,400,1941390.86,-1,0.998906,17155233.8,0.996575,0.996575,0.998906,162508.95,0.999007,244330.24,0.998946,0.23961067,315,5_400_0
60452,0,5,410,1839477.21,-1,0.99921,17257147.45,0.996575,0.996575,0.99921,107747.94,0.999311,53632.96,0.999278,-3.439784,316,5_410_0
60644,0,5,420,1819548.31,-1,0.999311,17277076.35,0.996575,0.996575,0.99921,155559.24,0.999413,75330.4,0.999347,-6.1899424,317,5_420_0
60836,0,5,430,1812050.3,-1,0.998805,17284574.35,0.996575,0.996575,0.998703,98135.88,0.999007,49772.8,0.998905,-2.0998716,318,5_430_0
61028,0,5,440,1812050.3,-1,0.998703,17284574.35,0.996575,0.996575,0.998703,14286.85,0.998805,196587.3,0.99871,-0.11026859,319,5_440_0
61220,0,5,450,1773771.03,-1,0.998703,17330548.95,0.996575,0.996575,0.998703,9853.0,0.998805,198755.18,0.998708,-1.3101101,320,5_450_0
61412,0,5,460,2783337.68,-1,0.998703,17383330.95,0.996575,0.997284,0.998501,44033.97,0.998805,6306.56,0.998767,-1.9800663,321,5_460_0
61604,0,5,470,2891861.41,-1,0.998602,17383330.95,0.996575,0.997386,0.998602,95268.84,0.998805,70554.64,0.998718,-2.1499395,322,5_470_0
61796,0,5,480,1865226.93,-1,0.998602,18538220.74,0.997081,0.997892,0.998501,68168.92,0.998703,148780.3,0.998564,-1.6099215,323,5_480_0
61988,0,5,490,1746344.12,-1,0.998501,18649408.24,0.997386,0.997892,0.998501,91909.83,0.998602,42068.04,0.99857,-3.8701296,324,5_490_0
62180,0,5,500,1746344.12,-1,0.998501,18649408.24,0.997386,0.997892,0.998501,180470.32,0.998602,227581.2,0.998545,-3.4600496,325,5_500_0
62372,0,5,510,1693660.78,-1,0.998653,18709786.89,0.997386,0.998298,0.998602,200291.16,0.998703,109072.71,0.998668,-6.930232,326,5_510_0
62564,0,5,520,1633183.47,-1,0.998653,18770264.21,0.997588,0.998298,0.998602,114578.76,0.998703,71138.66,0.998664,-6.700158,327,5_520_0
62756,0,5,530,1605460.59,-1,0.998653,18797987.09,0.997588,0.998298,0.998602,129356.76,0.998703,147203.82,0.998649,-8.37028,328,5_530_0
62948,0,5,540,1604671.32,-1,0.998602,18798776.35,0.997588,0.998298,0.998602,107091.24,0.998703,303373.87,0.998628,-5.9998035,329,5_540_0
63140,0,6,0,5228906.28,1,0.999888,8414683.0,,,0.999888,24331.97,1.000091,19706.0,1.0,8.939505,330,6_0_0
63332,0,6,10,3768922.82,1,1.000598,9874666.47,,,1.000395,47505.92,1.000598,23757.78,1.000531,-0.50008297,331,6_10_0
63524,0,6,20,3725869.12,1,1.000598,9917720.17,,,1.000497,76983.17,1.0007,40520.49,1.00063,-2.9301643,332,6_20_0
63716,0,6,30,3753356.5,1,1.0007,9917720.17,,,1.000598,65851.44,1.0007,25436.22,1.000672,-3.489852,333,6_30_0
63908,0,6,40,3669613.6,1,1.0007,10001463.06,,,1.000598,6210.54,1.0007,63294.78,1.000607,-4.9197674,334,6_40_0
64100,0,6,50,3663505.3,1,1.0007,10007669.89,,,1.000598,4633.26,1.0007,16563.12,1.000621,-3.1900406,335,6_50_0
64292,0,6,60,3663505.3,1,1.000903,10007669.89,,,1.000801,50088.8,1.000903,10255.44,1.000886,-3.9702654,336,6_60_0
64484,0,6,70,3681633.17,1,1.000598,10007669.89,,,1.000497,10448.42,1.000598,5027.58,1.000565,-1.6802549,337,6_70_0
64676,0,6,80,3722026.8,1,1.000497,9988753.84,,,1.000395,49181.44,1.000497,19024.01,1.000469,-1.0699034,338,6_80_0
64868,0,6,90,3667840.22,1,1.000395,10042940.42,,,1.000294,9855.0,1.000395,3646.72,1.000368,-1.4400482,339,6_90_0
65060,0,6,100,3470699.6,1,1.000294,10240081.05,,,1.000192,5715.32,1.000294,18724.5,1.000216,-1.1497736,340,6_100_0
65252,0,6,110,3470699.6,1,1.000294,10240081.05,,,1.000192,64937.86,1.000294,15669.45,1.000274,-2.2298098,341,6_110_0
65444,0,6,120,3470699.6,1,1.000294,10240081.05,,,1.000192,73707.92,1.000294,394.2,1.000293,-1.9901991,342,6_120_0
65636,0,6,130,3413557.39,1,1.000294,10297223.26,,,1.000091,56063.57,1.000294,10840.5,1.000261,1.6701221,343,6_130_0
65828,0,6,140,3413557.39,1,1.000294,10297223.26,,,1.000091,59413.59,1.000294,15965.1,1.000251,3.1101704,344,6_140_0
66020,0,6,150,2932380.58,1,1.000192,10778400.07,,,1.000091,19213.35,1.000192,9361.3,1.000159,3.1101704,345,6_150_0
66212,0,6,160,2930213.11,1,1.000192,10780567.53,,,1.000091,13597.14,1.000192,29069.3,1.000123,4.4596195,346,6_160_0
66404,0,6,170,2930213.11,1,1.000192,10780567.53,,,1.000091,19508.94,1.000192,31040.1,1.00013,6.2203407,347,6_170_0
66596,0,6,180,2657605.36,1,1.000294,11053273.8,,,1.000192,15766.4,1.000294,35182.35,1.000224,5.940199,348,6_180_0
66788,0,6,190,3477694.6,1,1.000294,11063322.95,,,1.000294,28185.3,1.000497,19812.57,1.000413,6.029606,349,6_190_0
66980,0,6,200,3454246.59,1,1.000598,11086770.96,,,1.000497,10842.7,1.000598,29081.1,1.000524,6.430149,350,6_200_0
67172,0,6,210,3457497.78,1,1.000497,11083519.77,,,1.000395,44746.24,1.000497,24346.79,1.000461,6.5505505,351,6_210_0
67364,0,6,220,3478975.37,1,1.000497,11083519.77,,,1.000395,49477.12,1.000497,32528.1,1.000457,6.840229,352,6_220_0
67556,0,6,230,3459271.16,1,1.0007,11103223.98,,,1.000598,37657.56,1.0007,15182.86,1.000671,6.1404705,353,6_230_0
67748,0,6,240,3428434.07,1,1.0007,11143913.17,,,1.000598,111296.82,1.0007,31253.03,1.000678,8.970499,354,6_240_0
67940,0,6,250,2900755.32,1,1.000903,12163113.45,,,1.000903,9861.0,1.001004,11045.44,1.000951,9.980202,355,6_250_0
68132,0,6,260,2712875.67,1,1.001004,12350993.09,,,1.000903,23962.23,1.001004,4635.14,1.000988,7.8701973,356,6_260_0
68324,0,6,270,2712087.5,1,1.001004,12373258.85,,,1.000903,24553.89,1.001004,19428.14,1.00096,9.829998,357,6_270_0
68516,0,6,280,2197512.05,1,1.001106,13379749.91,,,1.000903,18735.9,1.001106,44186.24,1.000963,12.329817,358,6_280_0
68708,0,6,290,2611793.07,1,1.001106,14002304.44,,,1.001106,5720.54,1.001309,28016.6,1.00114,13.920069,359,6_290_0
68900,0,6,300,2467065.65,1,1.001512,18073194.28,1.018767,1.009936,1.00141,4637.02,1.001613,38189.16,1.001432,7.4994564,360,6_300_0
69092,0,6,310,1616533.41,1,1.001715,18921756.1,1.011256,1.006181,1.001613,49340.0,1.001715,27337.13,1.001679,0.72956085,361,6_310_0
69284,0,6,320,1547568.68,1,1.001715,18990720.84,1.010647,1.005876,1.001613,29307.96,1.001715,28620.1,1.001665,1.770258,362,6_320_0
69476,0,6,330,1546583.47,1,1.001816,18990720.84,1.010647,1.006688,1.001715,53292.6,1.001816,24181.5,1.001785,1.3804436,363,6_330_0
69668,0,6,340,1544613.04,1,1.002019,18990720.84,1.010647,1.006688,1.001918,40964.65,1.002019,98.72,1.002019,-0.5501509,364,6_340_0
69860,0,6,350,1483529.99,1,1.002425,19049833.47,1.010647,1.006688,1.002324,24786.25,1.002425,98.76,1.002425,-3.7801266,365,6_350_0
70052,0,6,360,1518800.53,1,1.002121,19015548.14,1.010241,1.006688,1.002019,17078.56,1.002121,21918.06,1.002064,1.8501282,366,6_360_0
70244,0,6,370,1497421.46,1,1.001816,19039882.84,1.010139,1.006688,1.001613,19637.32,1.001816,4540.2,1.001778,6.940365,367,6_370_0
70436,0,6,380,1467668.1,1,1.001816,19069636.2,1.010038,1.006079,1.001715,30001.76,1.001816,55666.8,1.00175,7.2705746,368,6_380_0
70628,0,6,390,1375058.32,1,1.002324,19158305.14,1.009835,1.006688,1.002121,39985.65,1.002324,54213.75,1.002207,7.779598,369,6_390_0
70820,0,6,400,1375058.32,1,1.002324,19158305.14,1.009835,1.006688,1.002222,30708.14,1.002324,13035.0,1.002294,4.0602684,370,6_400_0
71012,0,6,410,1375058.32,1,1.002324,19158305.14,1.009835,1.006688,1.002222,53615.82,1.002324,17873.75,1.002298,4.210472,371,6_410_0
71204,0,6,420,1345009.39,1,1.002527,19188354.07,1.009835,1.006688,1.002425,33578.4,1.002527,36051.05,1.002474,2.7501583,372,6_420_0
71396,0,6,430,1289837.61,1,1.002628,19243525.85,1.009835,1.007094,1.002425,60737.4,1.002628,9680.44,1.0026,-1.1998415,373,6_430_0
